filename,width,height,class,xmin,ymin,xmax,ymax
35_jpg.rf.b32a846ce29e7a096720a8d313aceaac.jpg,640,640,Box of Products,271,295,350,350
35_jpg.rf.b32a846ce29e7a096720a8d313aceaac.jpg,640,640,Box of Products,221,346,294,426
35_jpg.rf.b32a846ce29e7a096720a8d313aceaac.jpg,640,640,Box of Products,295,306,397,373
35_jpg.rf.b32a846ce29e7a096720a8d313aceaac.jpg,640,640,Box of Products,185,361,226,429
35_jpg.rf.b32a846ce29e7a096720a8d313aceaac.jpg,640,640,Box of Products,186,353,208,386
35_jpg.rf.b32a846ce29e7a096720a8d313aceaac.jpg,640,640,Box of Products,207,318,273,376
12_jpg.rf.ae45f8fde4ee0d72c36c4fd513f0506b.jpg,640,640,Kvas,189,66,502,465
4_jpg.rf.b2ce7dd2a20f4c23619d0f211d0c232d.jpg,640,640,Flowers,108,96,508,605

122_jpg.rf.b2508000f4617b820e0d8546ca7bc7fa.jpg,640,640,Flowers,0,33,591,561
38_JPG.rf.b4c79e22b676cb9bb63732c501b34f17.jpg,640,640,Stall Umbr,71,79,414,483

32_jpg.rf.b70b1c6605955fe0ceaad95e046812a0.jpg,640,640,Flowers,20,6,620,632
24_jpg.rf.b1de0a8472b4dd7dd079a40c0e08d494.jpg,640,640,Cotton Candy,338,174,448,286
50_JPG.rf.b99dc0c48ac96b0c411a2e45582cecf2.jpg,640,640,Trunk,330,155,565,424
48_jpg.rf.b92a57dda29529bb50a2745199d421ab.jpg,640,640,Flowers,31,49,576,535
27_jpg.rf.b4bffa5ce137b4f136eda62247d755fd.jpg,640,640,Different items,102,228,594,640
27_jpg.rf.b4bffa5ce137b4f136eda62247d755fd.jpg,640,640,Different items,366,118,630,305
74_jpg.rf.b9aa5302cb8d0b8e3a9e0ec56dd84b98.jpg,640,640,Flowers,59,138,625,440
30_JPG_jpg.rf.ba524d094406ecadd0e8702d25dc263c.jpg,640,640,Balloons,433,37,633,357
30_JPG_jpg.rf.ba524d094406ecadd0e8702d25dc263c.jpg,640,640,Balloons,240,120,430,421
30_JPG_jpg.rf.ba524d094406ecadd0e8702d25dc263c.jpg,640,640,Balloons,15,63,245,371
131_jpg.rf.b4432f71bfa75762cfda7f81e18af47c.jpg,640,640,Flowers,114,33,573,640
30_jpg.rf.b64b05bc0699e232bff30201fed091a0.jpg,640,640,Cotton Candy,189,380,282,458
30_jpg.rf.b64b05bc0699e232bff30201fed091a0.jpg,640,640,Cotton Candy Tent,80,405,328,486

16_jpg.rf.b0b678495bc8d1a52aeacdb1c357559a.jpg,640,640,Balloons,43,0,193,214
86_jpg.rf.b4cfb7b60816b5d6f9120d58b2688d99.jpg,640,640,Flowers,0,13,593,640
2_jpg.rf.bc49fbda26a4aad1518413d6afcb3410.jpg,640,640,Cotton Candy,190,343,246,425
2_jpg.rf.bc49fbda26a4aad1518413d6afcb3410.jpg,640,640,Cotton Candy,231,339,300,432
2_jpg.rf.bc49fbda26a4aad1518413d6afcb3410.jpg,640,640,Cotton Candy,288,344,357,435
2_jpg.rf.bc49fbda26a4aad1518413d6afcb3410.jpg,640,640,Cotton Candy,340,348,411,436
2_jpg.rf.bc49fbda26a4aad1518413d6afcb3410.jpg,640,640,Cotton Candy,393,348,461,436
2_jpg.rf.bc49fbda26a4aad1518413d6afcb3410.jpg,640,640,Cotton Candy,24,132,81,248
2_jpg.rf.bc49fbda26a4aad1518413d6afcb3410.jpg,640,640,Cotton Candy,78,148,137,252
2_jpg.rf.bc49fbda26a4aad1518413d6afcb3410.jpg,640,640,Cotton Candy,119,137,193,247
2_jpg.rf.bc49fbda26a4aad1518413d6afcb3410.jpg,640,640,Cotton Candy Tent,210,254,368,345
79_jpg.rf.ba80b9d4219b5529b4969c527b5995a7.jpg,640,640,Flowers,51,0,640,639
56_jpg.rf.ba777eaf9caf903589f176bdbe977c7a.jpg,640,640,Kvas,29,4,485,640
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,254,544,384,640
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,182,565,277,640
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,356,500,432,640
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,202,512,299,601
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,299,496,374,574
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,227,398,343,518
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,297,341,350,391
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,191,291,251,354
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,143,346,204,405
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,106,398,169,456
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,75,393,136,450
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,108,340,161,399
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,164,292,209,350
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,138,283,186,344
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,72,331,129,392
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,105,277,155,336
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,139,227,190,282
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,161,196,199,227
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,205,237,247,291
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,242,191,299,249
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,209,191,258,239
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,173,227,217,284
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,0,409,41,459
17_jpg.rf.baa091ba5f255cf5abe473746321acb0.jpg,640,640,Box of Products,0,441,94,515
31_jpg.rf.bb4c5792dc8c17bcb8f1f2a68e36f1a2.jpg,640,640,Flowers,2,20,640,612
73_jpg.rf.bd5446c93c7045e0286c017297212ed1.jpg,640,640,Kvas bottle,480,188,545,339
73_jpg.rf.bd5446c93c7045e0286c017297212ed1.jpg,640,640,Kvas bottle,417,202,481,338
73_jpg.rf.bd5446c93c7045e0286c017297212ed1.jpg,640,640,Kvas bottle,368,215,422,330
91_jpeg.rf.bd2826139f0ca518b1a1c1ddc51bed62.jpg,640,640,Flowers,43,144,540,533
85_jpg.rf.bd209015355765560996611e39760c08.jpg,640,640,Flowers,38,44,577,563
39_JPG.rf.bd8e2b78a4e21d31bfe30e558d00c708.jpg,640,640,Stall Umbr,22,3,473,541
39_JPG.rf.bd8e2b78a4e21d31bfe30e558d00c708.jpg,640,640,Stall Umbr,359,75,639,431
4_jpg.rf.bd031c7eed64e6999fe01e8a9d9f29b2.jpg,640,640,Flowers,52,17,617,640
81_jpg.rf.be489be72b503852afd16408e716788e.jpg,640,640,Flowers,15,100,591,607
55_jpg.rf.be58bc1712635ac0d9f5bfab37752b9b.jpg,640,640,Kvas,264,192,569,563
26_jpg.rf.bdf6de060d0b7c4831c4adfe6b607acb.jpg,640,640,Different items,1,416,581,635
26_jpg.rf.bdf6de060d0b7c4831c4adfe6b607acb.jpg,640,640,Different items,442,381,640,541
26_jpg.rf.bdf6de060d0b7c4831c4adfe6b607acb.jpg,640,640,Different items,218,285,612,357
22_jpg.rf.bf986096d9f9d6f611336a4863b4eb41.jpg,640,640,Flowers,89,44,553,608
96_jpg.rf.be617dea4c7f1c8c538c72651e1fafac.jpg,640,640,Kvas,177,71,639,640
25_jpg.rf.bfb0528980995fa7c99fe3c21f520e81.jpg,640,640,Kvas,118,178,449,598
66_jpg.rf.c16763eba10e12872083dd4e824c9f13.jpg,640,640,Flowers,44,69,614,456
27_jpg.rf.c19ff2fc781c1cc65b089cff2c7cfeae.jpg,640,640,Stall,350,308,563,596
27_jpg.rf.c19ff2fc781c1cc65b089cff2c7cfeae.jpg,640,640,Stall,116,367,271,587
76_jpg.rf.c26217d98bc04287ff240b4034c59217.jpg,640,640,Flowers,89,18,570,404
25_jpg.rf.bfabad22d1c8112464a39140920de1c3.jpg,640,640,Balloons,342,89,569,400
19_jpg.rf.c1df2f76332ba14f537493ea4f466f53.jpg,640,640,Stall Umbr,169,100,465,532

50_jpg.rf.c31632f9c459dc15be33666b23ed9895.jpg,640,640,Flowers,0,49,640,507
75_jpg.rf.c2a1f2ed9235e5a57476a39470531c7b.jpg,640,640,Flowers,8,23,627,640
47_jpg.rf.c35dd38e5bca8d7f16a15abeb20a54ad.jpg,640,640,Different items,35,268,599,561
47_jpg.rf.c35dd38e5bca8d7f16a15abeb20a54ad.jpg,640,640,Different items,2,78,64,119
91_jpg.rf.c605db81e8c927f7a959c5a37969d9ed.jpg,640,640,Flowers,33,51,584,640
3_jpg.rf.c4614e58b68a8d559e2990be99d30a16.jpg,640,640,Kvas bottle,259,272,405,639
3_jpg.rf.c4614e58b68a8d559e2990be99d30a16.jpg,640,640,Kvas bottle,351,256,478,554
15_jpg.rf.c4e054c133e58fc0bf9de8ea8dc535e4.jpg,640,640,Flowers,0,124,633,520
16_jpg.rf.c49049aa5d5790160653262e0866f252.jpg,640,640,Stall Umbr,0,30,306,528
14_jpg.rf.c611c8f01ed29073227f4d443b67864b.jpg,640,640,Box of Products,280,362,341,402
14_jpg.rf.c611c8f01ed29073227f4d443b67864b.jpg,640,640,Box of Products,246,362,297,395
14_jpg.rf.c611c8f01ed29073227f4d443b67864b.jpg,640,640,Box of Products,166,342,218,377
14_jpg.rf.c611c8f01ed29073227f4d443b67864b.jpg,640,640,Box of Products,151,341,195,373
14_jpg.rf.c611c8f01ed29073227f4d443b67864b.jpg,640,640,Box of Products,191,359,234,382
14_jpg.rf.c611c8f01ed29073227f4d443b67864b.jpg,640,640,Box of Products,340,355,390,381
14_jpg.rf.c611c8f01ed29073227f4d443b67864b.jpg,640,640,Box of Products,53,396,83,414
14_jpg.rf.c611c8f01ed29073227f4d443b67864b.jpg,640,640,Box of Products,67,397,88,418
14_jpg.rf.c611c8f01ed29073227f4d443b67864b.jpg,640,640,Box of Products,175,426,225,467
14_jpg.rf.c611c8f01ed29073227f4d443b67864b.jpg,640,640,Box of Products,217,329,255,356
14_jpg.rf.c611c8f01ed29073227f4d443b67864b.jpg,640,640,Box of Products,104,408,128,438
14_jpg.rf.c611c8f01ed29073227f4d443b67864b.jpg,640,640,Box of Products,200,437,244,471
14_jpg.rf.c611c8f01ed29073227f4d443b67864b.jpg,640,640,Box of Products,68,333,87,358
14_jpg.rf.c611c8f01ed29073227f4d443b67864b.jpg,640,640,Box of Products,163,403,203,425
14_jpg.rf.c611c8f01ed29073227f4d443b67864b.jpg,640,640,Box of Products,218,367,250,385
14_jpg.rf.c611c8f01ed29073227f4d443b67864b.jpg,640,640,Box of Products,164,318,186,345
4_jpg.rf.c6fd6bb140d126aa783b588a5ee83181.jpg,640,640,Balloons,216,8,402,240
28_jpg.rf.c6bfad5e1bca96b09a478291aadea099.jpg,640,640,Different items,44,530,388,640
28_jpg.rf.c6bfad5e1bca96b09a478291aadea099.jpg,640,640,Different items,220,386,425,520
28_jpg.rf.c6bfad5e1bca96b09a478291aadea099.jpg,640,640,Different items,282,332,444,401
28_jpg.rf.c6bfad5e1bca96b09a478291aadea099.jpg,640,640,Different items,337,290,447,332
28_jpg.rf.c6bfad5e1bca96b09a478291aadea099.jpg,640,640,Different items,370,244,481,299
15_jpg.rf.c6ba9214c356e77f7f7f3a3560449886.jpg,640,640,Balloons,133,95,477,508
54_jpg.rf.c806ea9844cc9182166d98998b0489d0.jpg,640,640,Flowers,49,34,483,596
11_jpg.rf.c7210c5472809c115e797216989a8a86.jpg,640,640,Stall Umbr,0,0,600,640

21_jpg.rf.c7aae8107d89a082f0a28c668a4bbb46.jpg,640,640,Kvas bottle,374,401,459,595
21_jpg.rf.c7aae8107d89a082f0a28c668a4bbb46.jpg,640,640,Kvas bottle,301,368,375,533
21_jpg.rf.c7aae8107d89a082f0a28c668a4bbb46.jpg,640,640,Kvas bottle,428,377,502,551
21_jpg.rf.c7aae8107d89a082f0a28c668a4bbb46.jpg,640,640,Kvas bottle,359,234,430,377
21_jpg.rf.c7aae8107d89a082f0a28c668a4bbb46.jpg,640,640,Kvas bottle,249,186,319,333
21_jpg.rf.c7aae8107d89a082f0a28c668a4bbb46.jpg,640,640,Kvas bottle,161,179,223,297
93_jpg.rf.c80790ec1d7599e16576432f31db9521.jpg,640,640,Flowers,38,113,566,576
116_jpg.rf.c85e451d5f3205e98bccf3039f560110.jpg,640,640,Flowers,174,13,471,481
89_jpg.rf.c8b0ab033c60f429a7f7545fde2b71d5.jpg,640,640,Flowers,54,78,640,631
42_jpg.rf.c918f7b116cb0685c1145c01dfdfe300.jpg,640,640,Flowers,84,240,568,583

20_jpg.rf.c9e995895c929aeeedddb96d3c6982f9.jpg,640,640,Flowers,21,10,603,636
5_jpg.rf.ca3e674128057bd0460dff864200eea8.jpg,640,640,Trunk,36,262,382,456


91_jpg.rf.cb8a90eb4f7724034662b4e3f62aed81.jpg,640,640,Kvas bottle,390,209,471,334
91_jpg.rf.cb8a90eb4f7724034662b4e3f62aed81.jpg,640,640,Kvas bottle,324,209,392,326
32_jpg.rf.cbbaa012e59456ac2db86cd4c0199c82.jpg,640,640,Flowers,9,59,581,591

81_jpg.rf.cc781e156fcd525ce46e5b7736d69d03.jpg,640,640,Kvas,209,168,588,523
26_jpg.rf.cbac21a48c5c9e285cacd0396c360569.jpg,640,640,Trunk,106,132,540,433
95_jpg.rf.ccc47465d9d29455b8b620f02165c874.jpg,640,640,Stall,0,139,640,495
4_jpg.rf.cb9026c4267ec1d6db3a9aa034b9088c.jpg,640,640,Stall Umbr,62,59,633,595
38_jpg.rf.ce97453a808eac1829fbb8d1e53d0d88.jpg,640,640,Different items,228,435,627,633
38_jpg.rf.ce97453a808eac1829fbb8d1e53d0d88.jpg,640,640,Different items,395,303,529,450
38_jpg.rf.ce97453a808eac1829fbb8d1e53d0d88.jpg,640,640,Different items,7,358,400,635
45_jpg.rf.ce2384cbf8c36331fc40a451210e749f.jpg,640,640,Trunk,311,250,568,462
100_JPG.rf.ce1179ec5690a0dfcb5db79d950c60ec.jpg,640,640,Flowers,18,44,613,613
11_jpg.rf.cea9a9043c248eecc3179948a4ba1ae0.jpg,640,640,Different items,0,358,363,640

20_jpg.rf.cecccb7b1e0051c9378d9647cdbbed4d.jpg,640,640,Different items,1,526,178,640
20_jpg.rf.cecccb7b1e0051c9378d9647cdbbed4d.jpg,640,640,Different items,35,358,224,523
20_jpg.rf.cecccb7b1e0051c9378d9647cdbbed4d.jpg,640,640,Different items,338,302,640,640
20_jpg.rf.cecccb7b1e0051c9378d9647cdbbed4d.jpg,640,640,Different items,175,295,266,363
20_jpg.rf.cecccb7b1e0051c9378d9647cdbbed4d.jpg,640,640,Different items,466,284,572,388
3_jpg.rf.cf11d5673788a4bb2754fdfbbc221723.jpg,640,640,Flowers,156,28,640,640
51_jpg.rf.cfc5f7cd66f4f3b853fd326ecc85b19a.jpg,640,640,Flowers,0,0,640,640
95_jpg.rf.cfcc4aa5887e218609ac8f042d45aae6.jpg,640,640,Flowers,3,90,623,448
75_jpg.rf.d0aec466f7eb420b7367af9e4a05a2b5.jpg,640,640,Flowers,118,181,536,616
69_jpg.rf.d00443a4f00f2817d724ceb0feb3da19.jpg,640,640,Kvas bottle,368,222,442,362
3_jpg.rf.d0905d1695adee36d856e79988e55312.jpg,640,640,Flowers,93,12,577,619

85_jpg.rf.d172b828e491a72c79aea3c3e45df3f5.jpg,640,640,Box of Products,362,450,445,522
85_jpg.rf.d172b828e491a72c79aea3c3e45df3f5.jpg,640,640,Box of Products,442,397,503,451
85_jpg.rf.d172b828e491a72c79aea3c3e45df3f5.jpg,640,640,Box of Products,371,403,409,438
46_jpg.rf.d13c65b641c125f174904077cf15b40c.jpg,640,640,Stall,71,344,409,639
55_jpg.rf.d388073a77a9a8587b1e4037c161a993.jpg,640,640,Flowers,15,173,615,630
20_jpg.rf.d47664b81d7408dda1c04c0a165d052d.jpg,640,640,Trunk,121,63,614,512

38_jpg.rf.d45658b1e88386b8735b53efb0805b59.jpg,640,640,Flowers,0,27,566,466
110_jpg.rf.d4ec669f0504f22967a680d3f59317ec.jpg,640,640,Flowers,72,28,581,627
49_jpg.rf.d5d07c2a0d7cb58ea3e40fbe7c4c89b2.jpg,640,640,Flowers,24,164,610,596
12_png.rf.d6bfb9633f0cf1c6a70eaa0838f002ed.jpg,640,640,Stall Umbr,9,0,506,592
59_jpg.rf.d4a9cfb66b3e99b62fbce30d35810f7f.jpg,640,640,Kvas,12,96,395,537
27_jpg.rf.d42ed58ea07addbcb128c3b2dfc74b8e.jpg,640,640,Box of Products,234,251,321,333
27_jpg.rf.d42ed58ea07addbcb128c3b2dfc74b8e.jpg,640,640,Box of Products,188,281,235,318
27_jpg.rf.d42ed58ea07addbcb128c3b2dfc74b8e.jpg,640,640,Box of Products,211,261,254,325
27_jpg.rf.d42ed58ea07addbcb128c3b2dfc74b8e.jpg,640,640,Box of Products,168,271,210,317
27_jpg.rf.d42ed58ea07addbcb128c3b2dfc74b8e.jpg,640,640,Box of Products,147,273,184,314
27_jpg.rf.d42ed58ea07addbcb128c3b2dfc74b8e.jpg,640,640,Box of Products,135,276,171,308
23_jpg.rf.d6bc96bdba2911280c43c5d79e8ccc91.jpg,640,640,Kvas bottle,199,186,316,358
23_jpg.rf.d6bc96bdba2911280c43c5d79e8ccc91.jpg,640,640,Kvas bottle,199,332,319,555
35_jpg.rf.d6a312c703d2cd5462e2d1df41a29112.jpg,640,640,Different items,162,392,545,577
35_jpg.rf.d6a312c703d2cd5462e2d1df41a29112.jpg,640,640,Different items,286,349,408,408
35_jpg.rf.d6a312c703d2cd5462e2d1df41a29112.jpg,640,640,Different items,356,378,511,450
35_jpg.rf.d6a312c703d2cd5462e2d1df41a29112.jpg,640,640,Different items,238,321,398,374
35_jpg.rf.d6a312c703d2cd5462e2d1df41a29112.jpg,640,640,Different items,136,330,249,414
35_jpg.rf.d6a312c703d2cd5462e2d1df41a29112.jpg,640,640,Different items,182,588,587,640
35_jpg.rf.d6a312c703d2cd5462e2d1df41a29112.jpg,640,640,Different items,0,447,202,640
35_jpg.rf.d6a312c703d2cd5462e2d1df41a29112.jpg,640,640,Different items,0,369,137,441
1_jpg.rf.d727cc9d57c7ca31b5b63f5bed5de7fb.jpg,640,640,Different items,18,277,640,592

27_jpg.rf.d77a6e1373dee647614f58574b16531b.jpg,640,640,Stall Umbr,18,25,618,596
48_jpg.rf.d7774852bd91354eef3300e350471d97.jpg,640,640,Box of Products,101,460,176,555
48_jpg.rf.d7774852bd91354eef3300e350471d97.jpg,640,640,Box of Products,281,426,355,497
48_jpg.rf.d7774852bd91354eef3300e350471d97.jpg,640,640,Box of Products,357,419,406,486
48_jpg.rf.d7774852bd91354eef3300e350471d97.jpg,640,640,Box of Products,136,413,172,457
48_jpg.rf.d7774852bd91354eef3300e350471d97.jpg,640,640,Box of Products,234,417,281,482
48_jpg.rf.d7774852bd91354eef3300e350471d97.jpg,640,640,Box of Products,259,392,330,430
48_jpg.rf.d7774852bd91354eef3300e350471d97.jpg,640,640,Box of Products,229,385,291,416
48_jpg.rf.d7774852bd91354eef3300e350471d97.jpg,640,640,Box of Products,228,377,262,396
48_jpg.rf.d7774852bd91354eef3300e350471d97.jpg,640,640,Box of Products,304,329,355,375
48_jpg.rf.d7774852bd91354eef3300e350471d97.jpg,640,640,Box of Products,331,336,379,381
48_jpg.rf.d7774852bd91354eef3300e350471d97.jpg,640,640,Box of Products,263,333,326,372
48_jpg.rf.d7774852bd91354eef3300e350471d97.jpg,640,640,Box of Products,253,305,299,333
48_jpg.rf.d7774852bd91354eef3300e350471d97.jpg,640,640,Box of Products,310,392,388,438
48_jpg.rf.d7774852bd91354eef3300e350471d97.jpg,640,640,Box of Products,356,359,382,389
48_jpg.rf.d7774852bd91354eef3300e350471d97.jpg,640,640,Box of Products,258,322,325,347

14_jpg.rf.d8cbdcfebf1a362eefb85a082848a8e7.jpg,640,640,Trunk,105,129,462,496
89_jpg.rf.d9581fb546b3687fa4abdf182328ce1f.jpg,640,640,Kvas,102,0,640,640

109_jpg.rf.d8620a79d4b627e038c4d98eef112aeb.jpg,640,640,Flowers,0,31,640,640

42_jpg.rf.dbc81f6c030a51013654401c2e7e4fc6.jpg,640,640,Box of Products,256,329,341,388
42_jpg.rf.dbc81f6c030a51013654401c2e7e4fc6.jpg,640,640,Box of Products,170,470,330,640
42_jpg.rf.dbc81f6c030a51013654401c2e7e4fc6.jpg,640,640,Box of Products,243,432,420,533
63_jpg.rf.dcb3e8c63f1a2437146e94d45e730f90.jpg,640,640,Flowers,0,41,607,632
12_jpg.rf.dad4e077abb73da387b00faf4d5e0494.jpg,640,640,Cotton Candy,146,213,231,286
12_jpg.rf.dad4e077abb73da387b00faf4d5e0494.jpg,640,640,Cotton Candy,2,225,70,298
12_jpg.rf.dad4e077abb73da387b00faf4d5e0494.jpg,640,640,Cotton Candy Tent,287,384,406,430
10_jpg.rf.da053c2d2db631040f8a5325aab7fc73.jpg,640,640,Different items,314,339,640,515
10_jpg.rf.da053c2d2db631040f8a5325aab7fc73.jpg,640,640,Different items,0,504,246,639
10_jpg.rf.da053c2d2db631040f8a5325aab7fc73.jpg,640,640,Different items,0,395,172,502
10_jpg.rf.da053c2d2db631040f8a5325aab7fc73.jpg,640,640,Different items,109,323,235,393
10_jpg.rf.da053c2d2db631040f8a5325aab7fc73.jpg,640,640,Different items,313,300,410,336
10_jpg.rf.da053c2d2db631040f8a5325aab7fc73.jpg,640,640,Different items,266,275,348,319
14_jpg.rf.daf4c3cbe18d9f25e73634d76982bc7c.jpg,640,640,Stall Umbr,15,62,346,528
14_jpg.rf.daf4c3cbe18d9f25e73634d76982bc7c.jpg,640,640,Cotton Candy Tent,333,263,415,380

75_jpg.rf.dd843529b017374bb24d46f041a0c69d.jpg,640,640,Kvas bottle,301,57,409,262

2_jpg.rf.de078336a6301a69da9d167215f9c296.jpg,640,640,Flowers,175,108,485,600
25_jpg.rf.ddc2f4b5d7e98181c066ae2ef581fa33.jpg,640,640,Cotton Candy,277,180,613,372
25_jpg.rf.ddc2f4b5d7e98181c066ae2ef581fa33.jpg,640,640,Cotton Candy Tent,174,324,627,570
78_jpg.rf.de0039189f0b6db2891b74c2b434ef4c.jpg,640,640,Kvas bottle,36,272,153,492
78_jpg.rf.de0039189f0b6db2891b74c2b434ef4c.jpg,640,640,Kvas bottle,52,57,160,283
78_jpg.rf.de0039189f0b6db2891b74c2b434ef4c.jpg,640,640,Kvas bottle,169,64,277,274
78_jpg.rf.de0039189f0b6db2891b74c2b434ef4c.jpg,640,640,Kvas bottle,280,85,343,269
2_jpg.rf.ddc49d69b098325644069e7b4553be4e.jpg,640,640,Trunk,212,102,544,483

57_jpg.rf.e0894406f154e7846444d6dfdf4aa68f.jpg,640,640,Stall,9,191,520,587
44_jpg.rf.e0b4accc42de92a7e9e1c5cba824ea8f.jpg,640,640,Trunk,324,147,453,323
13_jpeg.rf.de7efb2dc74073be88abcabce85ca69d.jpg,640,640,Cotton Candy Tent,279,167,408,312
88_jpg.rf.e035c1ddad9acfb86a6bee2c210b9ba8.jpg,640,640,Flowers,0,15,640,581
107_jpg.rf.e06351740cf799a08b692362b3331b72.jpg,640,640,Flowers,0,56,573,568
95_png_jpg.rf.df53f9bbe373a7e206e43e68325e0711.jpg,640,640,Kvas,78,15,577,640

14_jpg.rf.e275b461a446b17699b89c63269944ed.jpg,640,640,Flowers,64,30,574,618
100_jpg.rf.e06ecc8bfae8ea0b74466eb90035e60a.jpg,640,640,Kvas,119,176,367,506
33_png.rf.e0dbf62b536ed6444ac6cdbf719d5bfa.jpg,640,640,Cotton Candy,95,223,156,347
33_png.rf.e0dbf62b536ed6444ac6cdbf719d5bfa.jpg,640,640,Cotton Candy,434,255,558,331
33_png.rf.e0dbf62b536ed6444ac6cdbf719d5bfa.jpg,640,640,Cotton Candy Tent,309,374,412,413
